date,geo,Brand_Cost,Non_Brand_Cost,DVD_Cost,Retargeting_Cost,Prospecting_Cost,Brand_Impressions,Non_Brand_Impressions,DVD_Impressions,Retargeting_Impressions,Prospecting_Impressions,Gross_Leads,tax_credit_shift,storm_acute,storm_tail,population,Billboard_Cost,Billboard_Impressions,DirectMail_Impressions,GQV_Brand,GQV_Generic
2025-03-24,DFW,1064.7946,30284.625,1445.5339,380.3436,4695.758,307.0,25474.0,685758.0,11871.0,149151.0,195.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00081,0.75924
2025-03-31,DFW,715.9304,33675.062,1582.6676,402.57867,4780.432,261.0,26380.0,299644.0,13554.0,162834.0,194.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00089,0.73815
2025-04-07,DFW,905.6708,26291.176,2142.4302,367.686,5475.2646,258.0,23455.0,208592.0,11396.0,168743.0,187.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00072,0.72811
2025-04-14,DFW,562.05365,21033.498,1740.6433,356.8098,4757.0806,246.0,20734.0,227958.0,8563.0,139431.0,136.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00075,0.71071
2025-04-21,DFW,640.8441,16703.482,1717.9524,339.336,4853.8115,309.0,22081.0,558589.0,7733.0,158341.0,153.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00084,0.77949
2025-04-28,DFW,705.39526,14884.912,1254.3075,261.7874,4744.1426,362.0,21602.0,126877.0,6772.0,156072.0,117.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00095,0.78314
2025-05-05,DFW,924.7617,11840.481,806.60834,268.72018,4478.0205,359.0,18708.0,114107.0,6643.0,127893.0,99.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00071,0.75148
2025-05-12,DFW,997.7564,16033.704,1636.7373,248.40343,4644.7217,393.0,22731.0,150369.0,7095.0,126032.0,131.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00083,0.88453
2025-05-19,DFW,666.5488,14180.609,3000.1433,250.416,4143.9194,291.0,23455.0,666999.0,7066.0,123374.0,122.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00089,0.78197
2025-05-26,DFW,509.7313,16969.627,2933.468,232.78944,3875.3186,312.0,25535.0,286228.0,6812.0,128518.0,137.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00054,0.74016
2025-06-02,DFW,556.647,19524.828,1924.2762,226.12048,3907.4097,316.0,25119.0,99833.0,6723.0,121802.0,147.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00067,0.82536
2025-06-09,DFW,446.9118,16180.906,1258.3448,209.5416,3885.5525,304.0,22823.0,82472.0,6961.0,121305.0,119.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.0007,0.78892
2025-06-16,DFW,854.2666,18928.97,775.1047,206.7768,4081.9595,396.0,26186.0,41930.0,5834.0,115618.0,171.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00108,0.85938
2025-06-23,DFW,792.10913,23615.518,2862.2817,216.16624,4203.5967,387.0,29362.0,120101.0,6205.0,121264.0,181.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.0011,0.91651
2025-06-30,DFW,861.8496,19042.15,2075.303,226.51459,3752.7493,379.0,27685.0,85901.0,6687.0,102662.0,178.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.0009,0.82457
2025-07-07,DFW,981.57776,28074.996,1842.694,242.1684,4074.9243,418.0,34998.0,67452.0,6014.0,100456.0,211.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00084,0.87146
2025-07-14,DFW,904.28986,28488.205,1316.7212,325.3176,4687.711,444.0,34247.0,82420.0,8676.0,124864.0,199.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00122,0.88201
2025-07-21,DFW,1201.7571,29178.402,2071.8723,355.212,4658.296,440.0,33471.0,73060.0,9136.0,115450.0,206.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00136,1.03181
2025-07-28,DFW,954.4098,27948.787,1548.4697,349.8266,4580.4653,444.0,32786.0,68395.0,7977.0,123254.0,180.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00104,1.15641
2025-08-04,DFW,1089.8416,29741.99,946.41504,402.6888,5355.7427,406.0,34378.0,82214.0,8869.0,132851.0,184.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.001,0.83571
2025-08-11,DFW,1079.9279,29550.8,2164.594,543.21716,5910.6436,427.0,34969.0,448305.0,10629.0,156991.0,198.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00089,0.8155
2025-08-18,DFW,1170.1692,29885.246,791.6642,564.4728,5267.114,430.0,36312.0,193273.0,12571.0,138840.0,166.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00104,0.81223
2025-08-25,DFW,1110.2281,23463.988,546.3311,531.9171,4470.2515,471.0,30260.0,47965.0,11788.0,111950.0,195.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00107,0.75568
2025-09-01,DFW,1203.7874,22384.455,731.99774,516.8428,4346.1074,431.0,29094.0,33577.0,11018.0,126394.0,181.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00085,0.84631
2025-09-08,DFW,1258.2343,21609.49,364.07562,524.872,4443.524,382.0,29557.0,19221.0,10572.0,135063.0,161.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00095,0.77709
2025-09-15,DFW,1208.1964,21877.03,524.96234,577.3038,5224.8125,481.0,27953.0,15599.0,12498.0,149338.0,132.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00103,1.02131
2025-09-22,DFW,821.75366,22528.854,381.87793,635.9273,4999.22,445.0,28806.0,16937.0,12346.0,146361.0,144.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00073,0.9224
2025-09-29,DFW,687.15857,26123.54,501.5363,669.9725,5038.3594,439.0,31076.0,23063.0,15493.0,163950.0,152.0,0.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00065,0.84273
2025-10-06,DFW,1033.0072,27547.451,746.6864,650.1382,5017.2534,458.0,31402.0,43033.0,11936.0,150010.0,128.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00078,0.83127
2025-10-13,DFW,510.52533,13578.421,514.04645,582.5054,2153.1692,341.0,19373.0,20458.0,12593.0,62442.0,99.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00068,0.81586
2025-10-20,DFW,861.2272,12180.005,944.44354,564.9548,2186.803,354.0,20584.0,32556.0,11949.0,58341.0,98.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00067,0.8756
2025-10-27,DFW,641.6151,13027.112,417.957,525.26337,2095.1907,340.0,19365.0,23246.0,11674.0,57358.0,100.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00063,0.76623
2025-11-03,DFW,806.19977,15161.193,582.07654,458.91397,2091.9321,344.0,20508.0,58148.0,11013.0,49248.0,89.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00087,0.81817
2025-11-10,DFW,699.72974,13656.096,279.80002,511.3719,2457.253,271.0,18493.0,18633.0,10781.0,53537.0,93.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00084,0.78079
2025-11-17,DFW,519.57965,14658.106,247.85617,467.47073,2549.0803,284.0,17509.0,40878.0,9160.0,50636.0,100.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00073,0.71072
2025-11-24,DFW,298.3079,10746.723,268.4824,422.12167,2546.479,129.0,13129.0,15809.0,6825.0,38449.0,68.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00047,0.66273
2025-12-01,DFW,534.9474,12933.854,117.039536,689.76373,2696.182,217.0,15953.0,6135.0,11894.0,52098.0,80.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00063,0.69999
2025-12-08,DFW,335.11288,7429.217,112.604195,677.4397,2704.093,211.0,12349.0,4560.0,10902.0,47514.0,70.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00051,0.98569
2025-12-15,DFW,298.35327,5794.7285,188.75931,601.0602,2234.8257,180.0,10421.0,5258.0,10698.0,36994.0,55.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00041,0.67677
2025-12-22,DFW,150.16142,4167.9487,194.83713,537.0732,1661.8782,100.0,7529.0,5116.0,10721.0,33335.0,51.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00022,0.636
2025-12-29,DFW,248.88506,6231.391,297.70685,682.6668,1900.4615,139.0,10154.0,8011.0,16173.0,44846.0,56.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00036,0.59595
2026-01-05,DFW,597.9537,8399.826,533.3341,914.262,4230.6665,252.0,15162.0,13032.0,17850.0,89747.0,81.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00058,0.91576
2026-01-12,DFW,777.75305,11255.657,1024.6758,899.8807,7069.474,316.0,19460.0,24516.0,15107.0,121236.0,113.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00069,0.74079
2026-01-19,DFW,676.7931,19769.637,894.2084,996.46564,5988.346,348.0,38155.0,19069.0,22653.0,114996.0,195.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.0008,0.90427
2026-01-26,DFW,586.65674,13502.639,906.82733,888.5759,3602.704,275.0,24221.0,18439.0,23039.0,68583.0,138.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00057,0.71217
2026-02-02,DFW,626.74207,13720.634,973.3976,684.083,3498.1038,381.0,25290.0,24001.0,17003.0,72114.0,131.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00082,0.70957
2026-02-09,DFW,476.54852,9940.715,1145.2745,899.0712,4849.6772,309.0,19297.0,26353.0,18107.0,114343.0,101.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00067,0.68197
2026-02-16,DFW,563.32245,12040.955,1520.3269,1069.2604,4914.739,350.0,24772.0,39737.0,22358.0,141067.0,158.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00083,0.69615
2026-02-23,DFW,270.70236,20456.95,1509.9828,1469.5216,6094.071,1113.0,34251.0,34808.0,32762.0,185616.0,149.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.0007,0.70007
2026-03-02,DFW,538.17236,22967.69,2434.5857,1563.6262,6141.2656,431.0,45509.0,51171.0,38638.0,159376.0,179.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00065,0.72276
2026-03-09,DFW,540.1444,27401.021,2484.6277,1376.1855,3402.412,311.0,37149.0,69657.0,34036.0,78061.0,187.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00098,0.73719
2026-03-16,DFW,448.6096,25396.068,2678.3901,1278.518,2291.6204,334.0,36582.0,75882.0,31093.0,54894.0,184.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00066,0.72583
2026-03-23,DFW,692.875,21829.143,1161.606,1323.3987,2219.14,389.0,37235.0,34658.0,34759.0,49517.0,183.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00082,0.8183
2026-03-30,DFW,283.50314,21841.15,739.67194,1544.9583,3728.0168,394.0,40926.0,16685.0,36753.0,77521.0,185.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00016,0.25333
2026-04-06,DFW,494.85406,25817.666,517.3578,1571.8203,5194.4014,314.0,35862.0,11673.0,40168.0,98681.0,171.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.0005893309,0.68128574
2026-04-13,DFW,528.23944,18286.955,751.1287,1779.5693,6019.1064,389.0,33935.0,15175.0,40861.0,110171.0,158.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00061388634,0.66500473
2026-04-20,DFW,502.55893,16594.541,658.32355,1735.0409,5164.916,339.0,32574.0,12457.0,37133.0,74847.0,175.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.00068755273,0.72936153
2026-04-27,DFW,723.15845,21771.156,1841.272,1692.9564,6620.2017,389.0,28730.0,35467.0,39264.0,109261.0,203.0,1.0,0.0,0.0,3.26449e+06,0.0,0.0,0.0,0.0007775894,0.7327768
2024-01-01,Houston,0.0,0.0,1.818554,31.961401,8.843664,0.0,6.0,67.0,1116.0,349.0,2.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00022,0.50279
2024-01-08,Houston,0.0,0.0,2.312266,90.603615,14.587851,1.0,10.0,109.0,3008.0,590.0,5.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.0006,0.69691
2024-01-15,Houston,0.0,0.0,2.966236,75.817764,12.245523,0.0,14.0,139.0,2554.0,431.0,4.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00041,0.60544
2024-01-22,Houston,0.0,0.0,2.873548,54.206627,6.813282,0.0,16.0,138.0,2245.0,289.0,3.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00051,0.67089
2024-01-29,Houston,0.0,0.0,0.5009,62.48642,9.924429,0.0,8.0,41.0,2333.0,321.0,4.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.0006,0.67304
2024-02-05,Houston,0.0,0.0,0.832312,47.1603,8.92858,0.0,9.0,22.0,1679.0,189.0,2.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00059,0.65458
2024-02-12,Houston,129.4812,6272.8457,882.83044,32.59281,1125.6531,157.0,7814.0,46561.0,1861.0,38451.0,72.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00045,0.62561
2024-02-19,Houston,250.0416,4768.6255,1244.5099,25.860682,1150.5259,224.0,7768.0,52154.0,1636.0,43996.0,66.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00054,0.62916
2024-02-26,Houston,348.4494,2619.1067,968.0933,50.006775,1161.0173,250.0,5841.0,132920.0,2045.0,41902.0,59.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00064,0.63861
2024-03-04,Houston,493.58725,2631.5125,684.27264,88.69614,1236.4298,250.0,5277.0,30909.0,3593.0,45949.0,53.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00055,0.62611
2024-03-11,Houston,330.3911,2990.9812,181.22162,78.62253,1874.6155,222.0,6393.0,10898.0,3424.0,69475.0,41.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00047,0.59244
2024-03-18,Houston,398.49582,4059.7688,220.30698,75.96128,1982.4978,317.0,7128.0,10723.0,4011.0,87562.0,41.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00063,0.68826
2024-03-25,Houston,425.05136,3594.5173,188.92093,66.69108,2816.415,304.0,6671.0,44948.0,4000.0,126189.0,56.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00076,0.69269
2024-04-01,Houston,490.08893,3528.2935,291.46942,65.88754,3513.9785,304.0,7863.0,15212.0,4484.0,193993.0,67.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00061,0.70426
2024-04-08,Houston,611.8061,6947.3965,384.1329,52.06884,2689.694,321.0,14132.0,19168.0,4341.0,141372.0,80.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00089,0.74594
2024-04-15,Houston,592.74164,3115.0166,382.96826,47.22478,2093.1997,311.0,9298.0,47583.0,3432.0,101549.0,71.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00057,0.70418
2024-04-22,Houston,560.92847,3371.391,275.06598,47.11288,1937.012,313.0,9490.0,34778.0,2893.0,103409.0,64.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00053,0.70368
2024-04-29,Houston,625.17737,3651.86,576.012,52.325047,1905.3356,365.0,11392.0,45110.0,3034.0,87955.0,64.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00035,0.67354
2024-05-06,Houston,538.0594,5536.2974,557.2912,34.192883,2343.3015,260.0,12623.0,25357.0,1482.0,114175.0,75.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00054,0.68304
2024-05-13,Houston,1005.579,20542.45,1210.4095,56.958534,3598.3833,457.0,30172.0,32541.0,3553.0,170017.0,247.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00093,0.86858
2024-05-20,Houston,1009.8429,17763.057,4768.268,81.06578,4618.166,463.0,29853.0,119078.0,3982.0,222256.0,403.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00083,0.79231
2024-05-27,Houston,986.3082,25778.889,4054.6833,115.39305,4074.089,411.0,33809.0,97844.0,5379.0,218558.0,390.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00079,0.72888
2024-06-03,Houston,874.97406,22729.455,4431.3833,92.66195,4280.823,370.0,29792.0,100139.0,4740.0,218133.0,309.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00056,0.7169
2024-06-10,Houston,969.7075,17538.012,4486.9487,15.698874,4445.2036,376.0,25600.0,98355.0,872.0,225706.0,294.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00048,0.67414
2024-06-17,Houston,1130.4795,19734.05,4563.273,13.318318,4858.341,503.0,26961.0,96242.0,582.0,251192.0,274.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00083,0.64491
2024-06-24,Houston,1275.3341,18054.557,4358.988,3.724509,4621.2627,393.0,22872.0,99614.0,237.0,238060.0,226.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00065,0.64068
2024-07-01,Houston,833.8248,13912.197,3679.2808,7.741939,3553.1536,306.0,22553.0,95670.0,387.0,197061.0,221.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.0004,0.63357
2024-07-08,Houston,3113.2217,51393.355,11290.17,555.27936,8612.357,952.0,74396.0,349333.0,22878.0,435034.0,1526.0,0.0,1.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00187,1.54218
2024-07-15,Houston,2282.3218,21043.191,5507.7456,381.78348,5867.591,731.0,37656.0,322739.0,15118.0,263673.0,697.0,0.0,0.0,1.0,2.79742e+06,0.0,0.0,0.0,0.00122,1.05665
2024-07-22,Houston,1889.291,13357.062,4102.88,222.64247,4108.558,587.0,27574.0,821656.0,7868.0,206871.0,336.0,0.0,0.0,1.0,2.79742e+06,0.0,0.0,0.0,0.0009,0.79545
2024-07-29,Houston,1965.8884,11983.22,3019.018,67.16056,4097.644,538.0,22366.0,366314.0,2683.0,175290.0,193.0,0.0,0.0,1.0,2.79742e+06,0.0,0.0,0.0,0.00078,0.69456
2024-08-05,Houston,2090.7314,21332.475,8201.978,7.489943,4611.0327,586.0,27026.0,412272.0,508.0,193085.0,320.0,0.0,0.0,1.0,2.79742e+06,0.0,0.0,0.0,0.00096,0.66901
2024-08-12,Houston,1387.6317,30439.021,9657.619,4.522364,6650.1094,488.0,31557.0,871673.0,350.0,264544.0,389.0,0.0,0.0,1.0,2.79742e+06,0.0,0.0,0.0,0.00053,0.66742
2024-08-19,Houston,866.3744,29165.486,9579.803,19.133856,7974.105,338.0,29799.0,1.305875e+06,641.0,328012.0,381.0,0.0,0.0,1.0,2.79742e+06,0.0,0.0,0.0,0.00081,0.70059
2024-08-26,Houston,672.6533,25841.322,7874.6367,39.446808,8332.765,307.0,27522.0,1.269298e+06,1122.0,277578.0,297.0,0.0,0.0,1.0,2.79742e+06,0.0,0.0,0.0,0.00064,0.66236
2024-09-02,Houston,984.8406,19093.607,4499.6157,61.355373,7554.0317,364.0,27172.0,349321.0,2194.0,247598.0,272.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00058,0.67475
2024-09-09,Houston,1415.539,22440.254,3402.551,99.94997,5795.443,421.0,29214.0,118684.0,4335.0,186932.0,263.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00088,0.69406
2024-09-16,Houston,1506.5557,31992.455,3500.3455,104.50787,6101.719,382.0,32445.0,104700.0,2615.0,197682.0,235.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00088,0.72271
2024-09-23,Houston,986.65765,30785.572,3041.5203,72.061745,6281.861,352.0,52408.0,68124.0,2123.0,199977.0,235.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00085,0.70012
2024-09-30,Houston,745.6134,27556.807,2973.187,25.89863,6288.3833,256.0,58626.0,103377.0,1079.0,195261.0,218.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.0005,0.67054
2024-10-07,Houston,543.2353,25763.383,2903.4878,315.78595,6360.3057,332.0,37140.0,91662.0,10723.0,195995.0,224.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00057,0.68444
2024-10-14,Houston,551.80646,23475.838,6460.7573,386.12347,6836.511,263.0,35456.0,540980.0,15294.0,221451.0,179.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00048,0.65818
2024-10-21,Houston,782.6128,16043.111,6186.784,398.28305,7757.318,268.0,86622.0,278782.0,16632.0,234402.0,213.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.0007,0.79247
2024-10-28,Houston,1370.1172,13668.095,4766.2,393.6923,8409.853,340.0,51217.0,378762.0,15383.0,260077.0,199.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00064,0.65043
2024-11-04,Houston,921.0071,12007.181,3119.172,371.33023,8227.817,272.0,45298.0,278803.0,14466.0,251867.0,173.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00062,0.64618
2024-11-11,Houston,941.8398,14300.575,3307.8425,356.6477,8040.8237,292.0,61908.0,312063.0,11296.0,234061.0,180.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00053,0.70396
2024-11-18,Houston,714.07227,9844.866,491.4532,290.5264,5969.5537,275.0,40431.0,43541.0,8517.0,158734.0,117.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00061,0.65926
2024-11-25,Houston,481.30222,6288.7305,0.0,204.81723,2948.9756,159.0,52371.0,0.0,5914.0,70692.0,83.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00022,0.57646
2024-12-02,Houston,570.361,10141.554,0.0,145.36665,3831.0708,193.0,50782.0,0.0,4307.0,104151.0,93.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00035,0.6549
2024-12-09,Houston,467.81534,13126.707,0.0,140.84724,5244.709,182.0,59207.0,0.0,4889.0,157354.0,103.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00044,0.603
2024-12-16,Houston,593.60223,10417.37,0.0,150.3959,5139.2603,223.0,70261.0,0.0,5050.0,163213.0,90.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00041,0.59746
2024-12-23,Houston,469.55435,8819.543,0.0,127.126366,4493.766,127.0,44136.0,0.0,6176.0,166620.0,76.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00023,0.40916
2024-12-30,Houston,382.2862,11731.129,0.0,138.60172,4645.8213,185.0,56760.0,0.0,7066.0,219234.0,109.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00028,0.56642
2025-01-06,Houston,1210.3776,12436.852,1663.5898,125.14513,4479.3774,286.0,44346.0,81167.0,6032.0,191778.0,150.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00043,0.76239
2025-01-13,Houston,960.38965,14069.777,887.05786,329.62885,5338.7334,249.0,32512.0,28244.0,14943.0,199554.0,151.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00052,0.72017
2025-01-20,Houston,457.70172,12720.529,0.0,408.54828,6931.8096,263.0,55097.0,0.0,15456.0,252700.0,121.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00045,0.58885
2025-01-27,Houston,872.0867,14463.335,0.0,308.69263,5579.614,295.0,139794.0,0.0,9646.0,188026.0,133.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00054,0.64567
2025-02-03,Houston,940.60925,18726.174,1271.1738,295.024,4468.4717,278.0,115008.0,83605.0,11760.0,157137.0,139.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00061,0.67644
2025-02-10,Houston,1040.8008,22287.598,2155.318,216.87178,2918.2454,261.0,119395.0,154252.0,5410.0,99018.0,116.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00059,0.62086
2025-02-17,Houston,593.8259,20469.873,2639.4858,210.1615,2800.5815,238.0,103594.0,112752.0,5654.0,99831.0,122.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00049,0.64193
2025-02-24,Houston,730.5334,12444.429,1471.523,154.23123,3053.405,283.0,89778.0,88156.0,5762.0,104197.0,113.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00068,0.66627
2025-03-03,Houston,699.59143,11006.71,1067.7755,139.1351,2837.7437,286.0,84967.0,567295.0,4567.0,104325.0,107.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00055,0.67798
2025-03-10,Houston,355.33502,12957.006,1106.6211,132.2892,3239.0847,237.0,66070.0,174616.0,4775.0,98575.0,97.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00043,0.63909
2025-03-17,Houston,623.73694,15456.485,1270.8657,131.058,3883.392,310.0,24905.0,132547.0,5156.0,120544.0,137.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00052,0.6371
2025-03-24,Houston,607.5104,17580.01,1043.1328,150.0984,4267.267,276.0,19295.0,458366.0,4803.0,135121.0,130.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00043,0.66186
2025-03-31,Houston,643.0905,20051.66,1352.3014,149.03839,4094.4797,279.0,19562.0,197331.0,5401.0,139800.0,129.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00036,0.65158
2025-04-07,Houston,675.3408,16158.356,1664.67,152.0964,4992.3833,283.0,16837.0,168927.0,5036.0,144409.0,120.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00046,0.63325
2025-04-14,Houston,520.76184,13120.984,1486.7688,193.54083,4687.432,276.0,15240.0,175589.0,4060.0,127396.0,115.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00033,0.59142
2025-04-21,Houston,781.2065,14395.784,1556.536,190.0584,4921.0957,295.0,20330.0,400127.0,4670.0,144931.0,110.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00043,0.68424
2025-04-28,Houston,813.83746,15413.966,1035.0692,210.9853,4599.892,412.0,20853.0,98635.0,5366.0,140444.0,124.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00053,0.70337
2025-05-05,Houston,879.81116,12562.651,677.76556,243.11975,4720.4727,382.0,19244.0,88536.0,6129.0,119322.0,101.0,0.0,0.0,0.0,2.79742e+06,0.0,0.0,0.0,0.00048,0.66255
